ID,Group,Input Pattern,Input Ingredients,Output Item,Width,Height
stevescarts:module/color_randomizer,,"A
B","A: stevescarts:cartmodule:41
B: stevescarts:modulecomponents:9",stevescarts:cartmodule:101,1,2
stevescarts:module/large_railer,,"AAA
BCB
AAA","A: minecraft:iron_ingot
B: stevescarts:cartmodule:10
C: minecraft:rail",stevescarts:cartmodule:11,3,3
stevescarts:module/bridge_builder,,"-A-
BCB
-D-","A: minecraft:redstone
B: minecraft:brick_block
C: stevescarts:modulecomponents:9
D: minecraft:piston",stevescarts:cartmodule:12,3,3
stevescarts:module/track_remover,,"AAA
A-A
A--",A: minecraft:iron_ingot,stevescarts:cartmodule:13,3,3
stevescarts:module/basic_farmer,,"AAA
-B-
CDC","A: ore:gemDiamond
B: minecraft:iron_ingot
C: stevescarts:modulecomponents:9
D: minecraft:gold_ingot",stevescarts:cartmodule:14,3,3
stevescarts:module/basic_wood_cutter,,"AAA
ABA
-C-","A: stevescarts:modulecomponents:15
B: minecraft:iron_ingot
C: stevescarts:modulecomponents:17",stevescarts:cartmodule:15,3,3
stevescarts:module/hydrator,,"ABA
-C-","A: minecraft:iron_ingot
B: minecraft:glass_bottle
C: ore:fenceWood",stevescarts:cartmodule:16,3,2
stevescarts:module/fertilizer,,"A-A
BCB
CDC","A: minecraft:dye:15
B: minecraft:glass_bottle
C: ore:leather
D: stevescarts:modulecomponents:9",stevescarts:cartmodule:18,3,3
stevescarts:module/hight_controller,,"-A-
BCB
BBB","A: minecraft:compass
B: ore:paper
C: stevescarts:modulecomponents:9",stevescarts:cartmodule:19,3,3
stevescarts:module/side_chests,,"ABA
CDC
ABA","A: stevescarts:modulecomponents:32
B: stevescarts:modulecomponents:30
C: stevescarts:modulecomponents:31
D: stevescarts:modulecomponents:33",stevescarts:cartmodule:2,3,3
stevescarts:module/liquid_sensors,,"A-A
BCD
EFE","A: minecraft:redstone
B: minecraft:lava_bucket
C: ore:gemDiamond
D: minecraft:water_bucket
E: minecraft:iron_ingot
F: stevescarts:modulecomponents:16",stevescarts:cartmodule:20,3,3
stevescarts:module/detector_animal,,"A
B","A: minecraft:porkchop
B: stevescarts:modulecomponents:28",stevescarts:cartmodule:21,1,2
stevescarts:module/detector_player,,"A
B","A: ore:gemDiamond
B: stevescarts:modulecomponents:28",stevescarts:cartmodule:22,1,2
stevescarts:module/detector_villager,,"A
B","A: ore:gemEmerald
B: stevescarts:modulecomponents:28",stevescarts:cartmodule:23,1,2
stevescarts:module/detector_monster,,"A
B","A: ore:slimeball
B: stevescarts:modulecomponents:28",stevescarts:cartmodule:24,1,2
stevescarts:module/seat,,"-A
-A
BA","A: ore:plankWood
B: ore:slabWood",stevescarts:cartmodule:25,2,3
stevescarts:module/break_handle,,"--A
BC-
DB-","A: ore:dyeRed
B: minecraft:iron_ingot
C: stevescarts:modulecomponents:12
D: minecraft:redstone",stevescarts:cartmodule:26,3,3
stevescarts:module/adv_control_system,,"-A-
BCB
DDE","A: stevescarts:modulecomponents:10
B: minecraft:redstone
C: stevescarts:modulecomponents:14
D: minecraft:iron_ingot
E: stevescarts:modulecomponents:13",stevescarts:cartmodule:27,3,3
stevescarts:module/shooter,,"AAA
ABA
AAA","A: stevescarts:modulecomponents:24
B: stevescarts:modulecomponents:25",stevescarts:cartmodule:28,3,3
stevescarts:module/adv_shooter,,"-A-
-BC
DED","A: stevescarts:modulecomponents:26
B: stevescarts:modulecomponents:25
C: stevescarts:modulecomponents:24
D: minecraft:iron_ingot
E: stevescarts:modulecomponents:27",stevescarts:cartmodule:29,3,3
stevescarts:module/top_chests,,"AAA
BCB
AAA","A: stevescarts:modulecomponents:32
B: stevescarts:modulecomponents:30
C: stevescarts:modulecomponents:33",stevescarts:cartmodule:3,3,3
stevescarts:module/cleaning_machine,,"ABA
A-A
A-A","A: stevescarts:modulecomponents:42
B: stevescarts:modulecomponents:41",stevescarts:cartmodule:30,3,3
stevescarts:module/dynamite_carrier,,"-A-
ABA
-A-","A: stevescarts:modulecomponents:6
B: minecraft:flint_and_steel",stevescarts:cartmodule:31,3,3
stevescarts:module/divine_shield,,"ABA
BCB
ABA","A: ore:obsidian
B: stevescarts:modulecomponents:19
C: ore:blockDiamond",stevescarts:cartmodule:32,3,3
stevescarts:module/melter,,"ABA
CDC
ABA","A: minecraft:nether_brick
B: minecraft:glowstone
C: minecraft:glowstone_dust
D: minecraft:furnace",stevescarts:cartmodule:33,3,3
stevescarts:module/extreme_melter,,"ABA
CDC
ABA","A: minecraft:nether_brick
B: ore:obsidian
C: stevescarts:cartmodule:33
D: minecraft:lava_bucket",stevescarts:cartmodule:34,3,3
stevescarts:module/invisibility_core,,"-A-
ABA
-C-","A: stevescarts:modulecomponents:5
B: minecraft:ender_eye
C: minecraft:golden_carrot",stevescarts:cartmodule:36,3,3
stevescarts:module/wooden_hull,,"A-A
AAA
B-B","A: ore:plankWood
B: stevescarts:modulecomponents",stevescarts:cartmodule:37,3,3
stevescarts:module/standard_hull_alt,,"-A-
B-B","A: minecraft:minecart
B: stevescarts:modulecomponents:1",stevescarts:cartmodule:38,3,2
stevescarts:module/standard_hull,,"A-A
AAA
B-B","A: minecraft:iron_ingot
B: stevescarts:modulecomponents:1",stevescarts:cartmodule:38,3,3
stevescarts:module/reinforced_hull,,"A-A
AAA
B-B","A: stevescarts:modulecomponents:22
B: stevescarts:modulecomponents:23",stevescarts:cartmodule:39,3,3
stevescarts:module/front_chests,,"ABA
ACA
BBB","A: stevescarts:modulecomponents:30
B: stevescarts:modulecomponents:31
C: stevescarts:modulecomponents:33",stevescarts:cartmodule:4,3,3
stevescarts:module/note_sequencer,,"A-A
ABA
CDC","A: minecraft:noteblock
B: minecraft:jukebox
C: ore:plankWood
D: minecraft:redstone",stevescarts:cartmodule:40,3,3
stevescarts:module/colorizer,,"ABC
DED
-D-","A: stevescarts:modulecomponents:2
B: stevescarts:modulecomponents:3
C: stevescarts:modulecomponents:4
D: minecraft:iron_ingot
E: minecraft:redstone",stevescarts:cartmodule:41,3,3
stevescarts:module/iron_drill,,"AA-
-AA
AA-",A: minecraft:iron_ingot,stevescarts:cartmodule:42,3,3
stevescarts:module/hardened_drill,,"AB-
CDB
AB-","A: stevescarts:modulecomponents:20
B: stevescarts:modulecomponents:22
C: ore:blockDiamond
D: stevescarts:cartmodule:8",stevescarts:cartmodule:43,3,3
stevescarts:module/tiny_coal_engine,,"ABA
-C-","A: minecraft:iron_ingot
B: minecraft:furnace
C: minecraft:piston",stevescarts:cartmodule:44,3,2
stevescarts:module/basic_solar_engine,,"ABA
BCB
-D-","A: stevescarts:modulecomponents:44
B: minecraft:iron_ingot
C: stevescarts:modulecomponents:9
D: minecraft:piston",stevescarts:cartmodule:45,3,3
stevescarts:module/chunk_loader,,"-A-
BCB
DED","A: minecraft:ender_pearl
B: stevescarts:modulecomponents:9
C: minecraft:iron_ingot
D: stevescarts:modulecomponents:22
E: stevescarts:modulecomponents:16",stevescarts:cartmodule:49,3,3
stevescarts:module/internal_chests,,"AAA
ABA
AAA","A: stevescarts:modulecomponents:30
B: stevescarts:modulecomponents:33",stevescarts:cartmodule:5,3,3
stevescarts:module/projectile_potion,,"A
B","A: minecraft:glass_bottle
B: stevescarts:modulecomponents:28",stevescarts:cartmodule:51,1,2
stevescarts:module/projectile_egg,,"A
B","A: ore:egg
B: stevescarts:modulecomponents:28",stevescarts:cartmodule:53,1,2
stevescarts:module/compact_solar_engine,,"ABA
CDC
EBE","A: stevescarts:modulecomponents:58
B: minecraft:iron_ingot
C: stevescarts:modulecomponents:16
D: minecraft:redstone
E: minecraft:piston",stevescarts:cartmodule:56,3,3
stevescarts:module/cage,,"AAA
ABA
AAA","A: ore:fenceWood
B: stevescarts:modulecomponents:9",stevescarts:cartmodule:57,3,3
stevescarts:module/crop_nether_wart,,"A
B","A: minecraft:nether_wart
B: stevescarts:modulecomponents:28",stevescarts:cartmodule:58,1,2
stevescarts:module/firework_display,,"ABA
CDC
EFE","A: ore:fenceWood
B: minecraft:dispenser
C: ore:workbench
D: stevescarts:modulecomponents:43
E: stevescarts:modulecomponents:9
F: minecraft:flint_and_steel",stevescarts:cartmodule:59,3,3
stevescarts:module/extracting_chests,,"AAA
BCB
DED","A: stevescarts:modulecomponents:36
B: stevescarts:modulecomponents:35
C: stevescarts:modulecomponents:33
D: stevescarts:modulecomponents:39
E: stevescarts:modulecomponents:38",stevescarts:cartmodule:6,3,3
stevescarts:module/mechanical_pig,,"A-A
AAA
B-B","A: minecraft:porkchop
B: stevescarts:modulecomponents:1",stevescarts:cartmodule:62,3,3
stevescarts:module/internal_tank,,"AAA
ABA
AAA","A: stevescarts:modulecomponents:61
B: stevescarts:modulecomponents:60",stevescarts:cartmodule:63,3,3
stevescarts:module/side_tank,,"ABA
CDC
ABA","A: stevescarts:modulecomponents:63
B: stevescarts:modulecomponents:61
C: stevescarts:modulecomponents:62
D: stevescarts:modulecomponents:60",stevescarts:cartmodule:64,3,3
stevescarts:module/top_tank,,"AAA
BCB
AAA","A: stevescarts:modulecomponents:63
B: stevescarts:modulecomponents:61
C: stevescarts:modulecomponents:60",stevescarts:cartmodule:65,3,3
stevescarts:module/advanced_tank,,"AAA
ABA
AAA","A: stevescarts:modulecomponents:63
B: stevescarts:modulecomponents:60",stevescarts:cartmodule:66,3,3
stevescarts:module/front_tank,,"ABA
ACA
BBB","A: stevescarts:modulecomponents:61
B: stevescarts:modulecomponents:62
C: stevescarts:modulecomponents:60",stevescarts:cartmodule:67,3,3
stevescarts:module/incinerator,,"AAA
BCB
AAA","A: minecraft:nether_brick
B: ore:obsidian
C: minecraft:furnace",stevescarts:cartmodule:68,3,3
stevescarts:module/thermal_engine,,"AAA
BCB
D-D","A: minecraft:nether_brick
B: ore:obsidian
C: minecraft:furnace
D: minecraft:piston",stevescarts:cartmodule:69,3,3
stevescarts:module/torch_placer,,"A-A
B-B
BBB","A: stevescarts:modulecomponents:29
B: minecraft:iron_ingot",stevescarts:cartmodule:7,3,3
stevescarts:module/adv_thermal_engine,,"AAA
BCB
D-D","A: minecraft:nether_brick
B: stevescarts:modulecomponents:22
C: stevescarts:cartmodule:69
D: minecraft:piston",stevescarts:cartmodule:70,3,3
stevescarts:module/liquid_cleaner,,"ABA
A-A
A-A","A: stevescarts:modulecomponents:65
B: stevescarts:modulecomponents:64",stevescarts:cartmodule:71,3,3
stevescarts:module/open_tank,,"A-A
ABA
CCC","A: stevescarts:modulecomponents:61
B: stevescarts:modulecomponents:60
C: stevescarts:modulecomponents:63",stevescarts:cartmodule:73,3,3
stevescarts:module/drill_intelligence,,"AAA
BCB
CDC","A: minecraft:gold_ingot
B: minecraft:iron_ingot
C: stevescarts:modulecomponents:16
D: minecraft:redstone",stevescarts:cartmodule:75,3,3
stevescarts:module/power_observer,,"-A-
BCB
CDC","A: minecraft:piston
B: minecraft:iron_ingot
C: minecraft:redstone
D: stevescarts:modulecomponents:16",stevescarts:cartmodule:77,3,3
stevescarts:module/steves_arcade,,"-A-
BCB
DBD","A: ore:paneGlass
B: ore:plankWood
C: stevescarts:modulecomponents:9
D: minecraft:redstone",stevescarts:cartmodule:78,3,3
stevescarts:module/hardened_wood_cutter_2,,"AAA
ABA
-C-","A: stevescarts:modulecomponents:22
B: minecraft:iron_ingot
C: stevescarts:cartmodule:15",stevescarts:cartmodule:79,3,3
stevescarts:module/hardened_wood_cutter_1,,"AAA
ABA
-C-","A: stevescarts:modulecomponents:80
B: ore:gemDiamond
C: stevescarts:modulecomponents:17",stevescarts:cartmodule:79,3,3
stevescarts:module/basic_drill,,"AB-
-AB
AB-","A: minecraft:iron_ingot
B: ore:gemDiamond",stevescarts:cartmodule:8,3,3
stevescarts:module/galgadorian_wood_cutter_2,,"AAA
ABA
-C-","A: stevescarts:modulecomponents:47
B: minecraft:iron_ingot
C: stevescarts:cartmodule:79",stevescarts:cartmodule:80,3,3
stevescarts:module/galgadorian_wood_cutter_1,,"AAA
ABA
-C-","A: stevescarts:modulecomponents:81
B: stevescarts:modulecomponents:22
C: stevescarts:modulecomponents:17",stevescarts:cartmodule:80,3,3
stevescarts:module/galgadorian_hull,,"A-A
AAA
B-B","A: stevescarts:modulecomponents:47
B: stevescarts:modulecomponents:82",stevescarts:cartmodule:81,3,3
stevescarts:module/enchanter,,"-A-
BCB
DED","A: stevescarts:modulecomponents:47
B: minecraft:book
C: minecraft:enchanting_table
D: minecraft:redstone
E: stevescarts:modulecomponents:16",stevescarts:cartmodule:82,3,3
stevescarts:module/ore_extractor,,"A-A
BCB
DED","A: minecraft:redstone_torch
B: stevescarts:modulecomponents:45
C: stevescarts:modulecomponents:47
D: ore:gemQuartz
E: stevescarts:modulecomponents:16",stevescarts:cartmodule:83,3,3
stevescarts:module/galgadorian_farmer_2,,"AAA
-B-
-C-","A: stevescarts:modulecomponents:47
B: stevescarts:cartmodule:14
C: stevescarts:modulecomponents:9",stevescarts:cartmodule:84,3,3
stevescarts:module/galgadorian_farmer_1,,"AAA
-B-
CDC","A: stevescarts:modulecomponents:47
B: stevescarts:modulecomponents:22
C: stevescarts:modulecomponents:16
D: minecraft:gold_ingot",stevescarts:cartmodule:84,3,3
stevescarts:module/lawn_mower,,"A-A
-B-
A-A","A: stevescarts:modulecomponents:84
B: stevescarts:modulecomponents:9",stevescarts:cartmodule:85,3,3
stevescarts:module/milker,,"AAA
BCB
-B-","A: minecraft:wheat
B: stevescarts:modulecomponents:9
C: minecraft:bucket",stevescarts:cartmodule:86,3,3
stevescarts:module/crafter,,"A
B","A: stevescarts:modulecomponents:9
B: ore:workbench",stevescarts:cartmodule:87,1,2
stevescarts:module/planter_range_extender,,"ABA
-C-
DCD","A: minecraft:redstone
B: stevescarts:modulecomponents:16
C: ore:treeSapling
D: stevescarts:modulecomponents:9",stevescarts:cartmodule:89,3,3
stevescarts:module/galgadorian_drill,,"AB-
CDB
AB-","A: stevescarts:modulecomponents:47
B: stevescarts:modulecomponents:49
C: ore:blockDiamond
D: stevescarts:cartmodule:43",stevescarts:cartmodule:9,3,3
stevescarts:module/smelter,,"A
B","A: stevescarts:modulecomponents:9
B: minecraft:furnace",stevescarts:cartmodule:91,1,2
stevescarts:module/adv_crafter,,"-A-
-B-
CDC","A: ore:gemDiamond
B: stevescarts:modulecomponents:16
C: stevescarts:modulecomponents:9
D: stevescarts:cartmodule:87",stevescarts:cartmodule:92,3,3
stevescarts:module/adv_smelter,,"-A-
-B-
CDC","A: ore:gemDiamond
B: stevescarts:modulecomponents:16
C: stevescarts:modulecomponents:9
D: stevescarts:cartmodule:91",stevescarts:cartmodule:93,3,3
stevescarts:module/information_provider,,"AAA
BCB
DED","A: ore:paneGlass
B: minecraft:iron_ingot
C: minecraft:glowstone_dust
D: stevescarts:modulecomponents:9
E: minecraft:sign",stevescarts:cartmodule:94,3,3
stevescarts:module/experience_bank,,"-A-
BCB
DED","A: minecraft:redstone
B: minecraft:glowstone_dust
C: ore:gemEmerald
D: stevescarts:modulecomponents:9
E: minecraft:cauldron",stevescarts:cartmodule:95,3,3
stevescarts:module/cake_server,,"-A-
BBB
-C-","A: minecraft:cake
B: ore:slabWood
C: stevescarts:modulecomponents:9",stevescarts:cartmodule:99,3,3
stevescarts:component/wooden_wheels,,"AAA
ABA
AAA","A: ore:stickWood
B: ore:plankWood",stevescarts:modulecomponents,3,3
stevescarts:component/iron_wheels,,"-A-
ABA
-A-","A: ore:stickWood
B: minecraft:iron_ingot",stevescarts:modulecomponents:1,3,3
stevescarts:component/graphical_interface,,"ABA
CDC
ECE","A: minecraft:gold_ingot
B: ore:gemDiamond
C: ore:paneGlass
D: stevescarts:modulecomponents:9
E: minecraft:redstone",stevescarts:modulecomponents:10,3,3
stevescarts:component/raw_handle,,"--A
-A-
A--",A: minecraft:iron_ingot,stevescarts:modulecomponents:11,3,3
stevescarts:component/speed_handle,,"--A
BC-
DB-","A: ore:dyeBlue
B: minecraft:gold_ingot
C: stevescarts:modulecomponents:12
D: minecraft:redstone",stevescarts:modulecomponents:13,3,3
stevescarts:component/wheel,,"ABA
BAB
-B-","A: minecraft:iron_ingot
B: ore:stickWood",stevescarts:modulecomponents:14,3,3
stevescarts:component/saw_blade,,AAB,"A: minecraft:iron_ingot
B: ore:gemDiamond",stevescarts:modulecomponents:15,3,1
stevescarts:component/adv_pcb,,"ABA
CBC
ABA","A: minecraft:redstone
B: minecraft:iron_ingot
C: stevescarts:modulecomponents:9",stevescarts:modulecomponents:16,3,3
stevescarts:component/wood_cutting_core,,"AAA
ABA
AAA","A: ore:treeSapling
B: stevescarts:modulecomponents:16",stevescarts:modulecomponents:17,3,3
stevescarts:component/raw_hardener,,"A-A
-B-
A-A","A: ore:obsidian
B: ore:gemDiamond",stevescarts:modulecomponents:18 x2,3,3
stevescarts:component/red_pigment,,"-A-
BBB
-A-","A: minecraft:glowstone_dust
B: ore:dyeRed",stevescarts:modulecomponents:2,3,3
stevescarts:component/hardened_mesh,,"ABA
BAB
ABA","A: minecraft:iron_bars
B: stevescarts:modulecomponents:19",stevescarts:modulecomponents:20,3,3
stevescarts:component/stabilized_metal,,"ABA
AAA
CCC","A: minecraft:iron_ingot
B: stevescarts:modulecomponents:20
C: stevescarts:modulecomponents:19",stevescarts:modulecomponents:21 x5,3,3
stevescarts:block/reinforced_metal_ingot,,A,A: stevescarts:blockmetalstorage,stevescarts:modulecomponents:22 x9,1,1
stevescarts:component/reinforced_wheels,,"-A-
ABA
-A-","A: minecraft:iron_ingot
B: stevescarts:modulecomponents:22",stevescarts:modulecomponents:23,3,3
stevescarts:component/pipe,,"AAA
B--","A: ore:stone
B: minecraft:iron_ingot",stevescarts:modulecomponents:24,3,2
stevescarts:component/shooting_station,,"A-A
ABA
CDC","A: minecraft:redstone
B: minecraft:gold_ingot
C: minecraft:dispenser
D: stevescarts:modulecomponents:9",stevescarts:modulecomponents:25,3,3
stevescarts:component/entity_scanner,,"ABA
CDC
C-C","A: minecraft:gold_ingot
B: stevescarts:modulecomponents:9
C: minecraft:redstone
D: stevescarts:modulecomponents:16",stevescarts:modulecomponents:26,3,3
stevescarts:component/entity_analyzer,,"ABA
ACA
AAA","A: minecraft:iron_ingot
B: minecraft:redstone
C: stevescarts:modulecomponents:9",stevescarts:modulecomponents:27,3,3
stevescarts:component/empty_disk,,"A
B","A: minecraft:redstone
B: stevescarts:modulecomponents:9",stevescarts:modulecomponents:28,1,2
stevescarts:component/tri_torch,,AAA,A: ore:torch,stevescarts:modulecomponents:29,3,1
stevescarts:component/green_pigment,,"-A-
BBB
-A-","A: minecraft:glowstone_dust
B: ore:dyeGreen",stevescarts:modulecomponents:3,3,3
stevescarts:component/chest_pane,,"AAA
BAB
AAA","A: ore:plankWood
B: ore:logWood",stevescarts:modulecomponents:30 x32,3,3
stevescarts:component/large_chest_pane,,"AA
AA",A: stevescarts:modulecomponents:30,stevescarts:modulecomponents:31,2,2
stevescarts:component/huge_chest_pane,,"AAA
AAA
AAA",A: stevescarts:modulecomponents:30,stevescarts:modulecomponents:32,3,3
stevescarts:component/chest_lock_2,,"A
B","A: ore:stone
B: minecraft:iron_ingot",stevescarts:modulecomponents:33 x8,1,2
stevescarts:component/chest_lock_1,,"A
B","A: minecraft:iron_ingot
B: ore:stone",stevescarts:modulecomponents:33 x8,1,2
stevescarts:component/iron_pane,,"AAA
ABA
AAA","A: stevescarts:modulecomponents:30
B: minecraft:iron_ingot",stevescarts:modulecomponents:34 x8,3,3
stevescarts:component/large_iron_pane,,"AA
AA",A: stevescarts:modulecomponents:34,stevescarts:modulecomponents:35,2,2
stevescarts:component/huge_iron_pane,,"AAA
AAA
AAA",A: stevescarts:modulecomponents:34,stevescarts:modulecomponents:36,3,3
stevescarts:component/dynamic_pane_2,,"A
B","A: minecraft:redstone
B: stevescarts:modulecomponents:34",stevescarts:modulecomponents:37,1,2
stevescarts:component/dynamic_pane_1,,"A
B","A: stevescarts:modulecomponents:34
B: minecraft:redstone",stevescarts:modulecomponents:37,1,2
stevescarts:component/large_dynamic_pane,,"-A-
ABA
-A-","A: stevescarts:modulecomponents:37
B: minecraft:redstone",stevescarts:modulecomponents:38,3,3
stevescarts:component/huge_dynamic_pane,,"AAA
ABA
AAA","A: stevescarts:modulecomponents:37
B: stevescarts:modulecomponents:9",stevescarts:modulecomponents:39,3,3
stevescarts:component/blue_pigment,,"-A-
BBB
-A-","A: minecraft:glowstone_dust
B: ore:dyeBlue",stevescarts:modulecomponents:4,3,3
stevescarts:component/cleaning_fan,,"ABA
B-B
ABA","A: minecraft:iron_bars
B: minecraft:redstone",stevescarts:modulecomponents:40,3,3
stevescarts:component/cleaning_core,,"ABA
CCC
BCB","A: stevescarts:modulecomponents:40
B: minecraft:iron_ingot
C: stevescarts:modulecomponents:42",stevescarts:modulecomponents:41,3,3
stevescarts:component/cleaning_tube,,"ABA
ABA
ABA","A: ore:dyeOrange
B: minecraft:iron_ingot",stevescarts:modulecomponents:42 x2,3,3
stevescarts:component/fuse,,"A
A
A",A: ore:string,stevescarts:modulecomponents:43 x12,1,3
stevescarts:component/solar_panel,,"AB
CA","A: minecraft:glowstone_dust
B: minecraft:redstone
C: minecraft:iron_ingot",stevescarts:modulecomponents:44,2,2
stevescarts:component/eye_of_galgador,,"ABA
CDC
ABA","A: minecraft:magma_cream
B: minecraft:fermented_spider_eye
C: minecraft:ghast_tear
D: minecraft:ender_eye",stevescarts:modulecomponents:45,3,3
stevescarts:component/lump_of_galgador,,"ABA
CAC
DCD","A: minecraft:glowstone_dust
B: ore:blockDiamond
C: stevescarts:modulecomponents:45
D: stevescarts:modulecomponents:21",stevescarts:modulecomponents:46 x2,3,3
stevescarts:block/galgadorian_ingot,,A,A: stevescarts:blockmetalstorage:1,stevescarts:modulecomponents:47 x9,1,1
stevescarts:component/large_lump_of_galgador,,"AAA
AAA
AAA",A: stevescarts:modulecomponents:46,stevescarts:modulecomponents:48,3,3
stevescarts:block/enhanced_galgadorian_ingot,,A,A: stevescarts:blockmetalstorage:2,stevescarts:modulecomponents:49 x9,1,1
stevescarts:component/glass_o_magic,,"ABA
ACA
AAA","A: ore:paneGlass
B: minecraft:fermented_spider_eye
C: minecraft:redstone",stevescarts:modulecomponents:5,3,3
stevescarts:component/adv_solar_panel_2,,"ABA
-C-
ABA","A: stevescarts:modulecomponents:44
B: minecraft:iron_ingot
C: stevescarts:modulecomponents:9",stevescarts:modulecomponents:58,3,3
stevescarts:component/adv_solar_panel_1,,"A-A
BCB
A-A","A: stevescarts:modulecomponents:44
B: minecraft:iron_ingot
C: stevescarts:modulecomponents:9",stevescarts:modulecomponents:58,3,3
stevescarts:component/blank_upgrade,,"AAA
BCB
ADA","A: minecraft:iron_ingot
B: stevescarts:modulecomponents:22
C: minecraft:redstone
D: stevescarts:modulecomponents:16",stevescarts:modulecomponents:59 x2,3,3
stevescarts:component/dynamite,,"A
B
B","A: stevescarts:modulecomponents:43
B: ore:gunpowder",stevescarts:modulecomponents:6,1,3
stevescarts:component/tank_valve,,"-A-
ABA
-A-","A: minecraft:iron_ingot
B: minecraft:iron_bars",stevescarts:modulecomponents:60 x8,3,3
stevescarts:component/tank_pane,,"AAA
BAB
AAA","A: ore:paneGlass
B: ore:blockGlass",stevescarts:modulecomponents:61 x32,3,3
stevescarts:component/large_tank_pane,,"AA
AA",A: stevescarts:modulecomponents:61,stevescarts:modulecomponents:62,2,2
stevescarts:component/huge_tank_pane,,"AAA
AAA
AAA",A: stevescarts:modulecomponents:61,stevescarts:modulecomponents:63,3,3
stevescarts:component/liquid_cleaning_core,,"ABA
CCC
BCB","A: stevescarts:modulecomponents:40
B: minecraft:iron_ingot
C: stevescarts:modulecomponents:65",stevescarts:modulecomponents:64,3,3
stevescarts:component/liquid_cleaning_tube,,"ABA
ABA
ABA","A: ore:dyeGreen
B: minecraft:iron_ingot",stevescarts:modulecomponents:65 x2,3,3
stevescarts:component/hardened_saw_blade,,AAB,"A: minecraft:iron_ingot
B: stevescarts:modulecomponents:22",stevescarts:modulecomponents:80,3,1
stevescarts:component/galgadorian_saw_blade,,AAB,"A: minecraft:iron_ingot
B: stevescarts:modulecomponents:47",stevescarts:modulecomponents:81,3,1
stevescarts:component/galgadorian_wheels,,"-A-
ABA
-A-","A: stevescarts:modulecomponents:22
B: stevescarts:modulecomponents:47",stevescarts:modulecomponents:82,3,3
stevescarts:component/iron_blade,,"-A-
BBB
-B-","A: minecraft:shears
B: minecraft:iron_ingot",stevescarts:modulecomponents:83 x4,3,3
stevescarts:component/blade_arm,,"A-A
-B-
A-A","A: stevescarts:modulecomponents:83
B: minecraft:iron_ingot",stevescarts:modulecomponents:84,3,3
stevescarts:component/simple_pcb_2,,"ABA
BCB
ABA","A: minecraft:redstone
B: minecraft:iron_ingot
C: minecraft:gold_ingot",stevescarts:modulecomponents:9,3,3
stevescarts:component/simple_pcb_1,,"ABA
BCB
ABA","A: minecraft:iron_ingot
B: minecraft:redstone
C: minecraft:gold_ingot",stevescarts:modulecomponents:9,3,3
stevescarts:upgrade/batteries,,"AAA
ABA
ACA","A: minecraft:redstone
B: ore:gemDiamond
C: stevescarts:modulecomponents:59",stevescarts:upgrade,3,3
stevescarts:upgrade/power_crystal,,"ABA
BCB
ADA","A: ore:gemDiamond
B: minecraft:glowstone_dust
C: minecraft:emerald_block
D: stevescarts:upgrade",stevescarts:upgrade:1,3,3
stevescarts:upgrade/cart_deployer,,"ABA
CDC
AEA","A: minecraft:iron_ingot
B: minecraft:rail
C: stevescarts:modulecomponents:9
D: minecraft:piston
E: stevescarts:modulecomponents:59",stevescarts:upgrade:10,3,3
stevescarts:upgrade/cart_modifier,,"A-A
BCB
ADA","A: minecraft:iron_ingot
B: stevescarts:modulecomponents:9
C: minecraft:anvil
D: stevescarts:modulecomponents:59",stevescarts:upgrade:11,3,3
stevescarts:upgrade/cart_crane,,"ABA
CDC
-E-","A: minecraft:piston
B: minecraft:rail
C: stevescarts:modulecomponents:9
D: minecraft:iron_ingot
E: stevescarts:modulecomponents:59",stevescarts:upgrade:12,3,3
stevescarts:upgrade/redstone_control,,"ABA
CDC
EFE","A: stevescarts:modulecomponents:9
B: minecraft:repeater
C: minecraft:redstone_torch
D: stevescarts:modulecomponents:16
E: minecraft:redstone
F: stevescarts:modulecomponents:59",stevescarts:upgrade:13,3,3
stevescarts:upgrade/quick_demolisher,,"ABA
BCB
ADA","A: ore:obsidian
B: stevescarts:modulecomponents:22
C: minecraft:iron_block
D: stevescarts:modulecomponents:59",stevescarts:upgrade:15,3,3
stevescarts:upgrade/entropy,,"AB-
CDC
-EA","A: stevescarts:modulecomponents:45
B: stevescarts:modulecomponents:22
C: ore:gemDiamond
D: minecraft:lapis_block
E: stevescarts:upgrade:15",stevescarts:upgrade:16,3,3
stevescarts:upgrade/manager_bridge,,"ABA
CDC
AEA","A: minecraft:iron_ingot
B: minecraft:ender_pearl
C: stevescarts:modulecomponents:9
D: stevescarts:blockdistributor
E: stevescarts:modulecomponents:59",stevescarts:upgrade:17,3,3
stevescarts:upgrade/thermal_engine,,"ABA
CDC
EFE","A: minecraft:nether_brick
B: stevescarts:modulecomponents:16
C: minecraft:piston
D: minecraft:furnace
E: ore:obsidian
F: stevescarts:modulecomponents:59",stevescarts:upgrade:18,3,3
stevescarts:upgrade/solar_panel,,"AAA
BCB
CDC","A: stevescarts:modulecomponents:44
B: ore:gemDiamond
C: minecraft:redstone
D: stevescarts:modulecomponents:59",stevescarts:upgrade:19,3,3
stevescarts:upgrade/knowledge,,"ABA
BCB
DED","A: minecraft:book
B: minecraft:bookshelf
C: minecraft:enchanting_table
D: stevescarts:modulecomponents:22
E: stevescarts:modulecomponents:59",stevescarts:upgrade:2,3,3
